"Qubit","T1 (us)","T2 (us)","Readout assignment error","Init error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","MEASURE_2 error","Operational"
"75","274.23077249936637","141.43762871088686","0.0146484375","","0.018310546875","0.010986328125","2180","0.0001276908097354551","32","0.0001276908097354551","0","0.0001276908097354551","0.0001276908097354551","59:0.002065785721557606;74:0.001313104676813226","59:68;74:68","59:0.0017744287252877688;74:0.0011633645939314041","0.0146484375","0.061767578125","Yes"
"76","197.96559729929743","49.80830762258305","0.0115966796875","0.0024166251916365455","0.014404296875","0.0087890625","2180","0.00031276595219200743","32","0.00031276595219200743","0","0.00031276595219200743","0.00031276595219200743","81:0.0018354464155005967;61:0.0022306922607478463","81:68;61:68","81:0.0017782455966459942;61:0.00243056139896608","0.0115966796875","0.014892578125","Yes"
"77","256.3423912760463","211.7157822680119","0.010498046875","0.0004293411443917922","0.015869140625","0.005126953125","2180","0.00013375179922656968","32","0.00013375179922656968","0","0.00013375179922656968","0.00013375179922656968","85:0.0050945533229438955;65:0.0025243403363706673","85:68;65:68","85:0.004795089004086706;65:0.0025425127025282823","0.010498046875","0.005126953125","Yes"
"78","244.64518785666445","28.831051500008193","0.035888671875","","0.03515625","0.0361328125","2180","0.00027433798907573726","32","0.00027433798907573726","0","0.00027433798907573726","0.00027433798907573726","69:0.0016626202510414412;89:0.0022733918563883904","69:68;89:68","69:0.0017440081980542033;89:0.0018770245932512586","0.035888671875","0.044921875","Yes"
"79","27.326372545392772","77.87514151092317","0.0087890625","0.0022059003020505554","0.011474609375","0.006103515625","2180","0.00020376719472711113","32","0.00020376719472711113","0","0.00020376719472711113","0.00020376719472711113","93:0.001808758774416136;73:0.001810844925163202","93:68;73:68","93:0.0012685279803769656;73:0.0013345919996801403","0.0087890625","0.00830078125","Yes"
"80","245.70908505968043","239.38946919400755","0.0411376953125","","0.038330078125","0.0439453125","2180","0.00027905009615597194","32","0.00027905009615597194","0","0.00027905009615597194","0.00027905009615597194","81:0.0011999692780732818","81:68","81:0.001262916302734729","0.0411376953125","0.500244140625","Yes"
"81","305.31972439519717","279.2213742687376","0.0118408203125","0.010700658016683776","0.015625","0.008056640625","2180","0.0002084568589847024","32","0.0002084568589847024","0","0.0002084568589847024","0.0002084568589847024","80:0.0011999692780732818;82:0.001550450913386292;76:0.0018354464155005967","80:68;82:68;76:68","80:0.001262916302734729;82:0.0015836237047350543;76:0.0017782455966459942","0.0118408203125","0.039306640625","Yes"
"82","272.6614767271772","286.18044413654667","0.0123291015625","0.0022148400897032436","0.013916015625","0.0107421875","2180","0.00013785003950298383","32","0.00013785003950298383","0","0.00013785003950298383","0.00013785003950298383","81:0.001550450913386292;83:0.0008662635330463631","81:68;83:68","81:0.0015836237047350543;83:0.0015316618165300833","0.0123291015625","0.062255859375","Yes"
"83","332.40252856915566","255.04735617342587","0.0242919921875","","0.0263671875","0.022216796875","2180","0.0002400511825589125","32","0.0002400511825589125","0","0.0002400511825589125","0.0002400511825589125","96:0.0014662565901761015;82:0.0008662635330463631;84:0.0022147556176840555","96:68;82:68;84:68","96:0.0011872554786416245;82:0.0015316618165300833;84:0.0021438645376679055","0.0242919921875","0.0302734375","Yes"
"84","284.7644302066609","57.42367221454457","0.0115966796875","0.007644984441760889","0.01611328125","0.007080078125","2180","0.000509398362385971","32","0.000509398362385971","0","0.000509398362385971","0.000509398362385971","83:0.0022147556176840555;85:0.03452729971484092","83:68;85:68","83:0.0021438645376679055;85:0.039300142465499066","0.0115966796875","0.0126953125","Yes"
"85","162.1958330169281","99.09111711987956","0.0108642578125","0.0070776741540780515","0.013916015625","0.0078125","2180","0.00047060573693682127","32","0.00047060573693682127","0","0.00047060573693682127","0.00047060573693682127","77:0.0050945533229438955;86:0.03931836652750503;84:0.03452729971484092","77:68;86:68;84:68","77:0.004795089004086706;86:0.03376105391069506;84:0.039300142465499066","0.0108642578125","0.360595703125","Yes"
"86","177.21532523222797","24.47686927532312","0.0059814453125","0.010901526835656107","0.00927734375","0.002685546875","2180","0.00025446149029612986","32","0.00025446149029612986","0","0.00025446149029612986","0.00025446149029612986","85:0.03931836652750503;87:0.03358136184867841","85:68;87:68","85:0.03376105391069506;87:0.015594142490656798","0.0059814453125","0.00390625","Yes"
"87","137.2550134464648","65.20149041123106","0.051025390625","0.003239145956358651","0.06005859375","0.0419921875","2180","0.00033188387982180823","32","0.00033188387982180823","0","0.00033188387982180823","0.00033188387982180823","86:0.03358136184867841;88:0.0018857125273329944;97:0.0018413629980770507","86:68;88:68;97:68","86:0.015594142490656798;88:0.0021982397051948377;97:0.0021005727490460424","0.051025390625","0.027587890625","Yes"
"88","254.60720626181546","20.31082933257671","0.0093994140625","0.0008772853586576403","0.0107421875","0.008056640625","2180","0.0002683005371916452","32","0.0002683005371916452","0","0.0002683005371916452","0.0002683005371916452","87:0.0018857125273329944;89:0.0031355326459350796","87:68;89:68","87:0.0021982397051948377;89:0.0014813342171701993","0.0093994140625","0.028076171875","Yes"
"89","272.55779280999707","199.53342778630704","0.00537109375","0.0007459126081367128","0.00732421875","0.00341796875","2180","0.00023690881271091482","32","0.00023690881271091482","0","0.00023690881271091482","0.00023690881271091482","90:0.0021216339497689696;88:0.0031355326459350796;78:0.0022733918563883904","90:68;88:68;78:68","90:0.0026949945205139714;88:0.0014813342171701993;78:0.0018770245932512586","0.00537109375","0.005859375","Yes"
"90","249.91978278436144","171.8068613427891","0.0072021484375","0.0009783057608155961","0.0107421875","0.003662109375","2180","0.000308279782392063","32","0.000308279782392063","0","0.000308279782392063","0.000308279782392063","89:0.0021216339497689696;91:0.0017240190517482656","89:68;91:68","89:0.0026949945205139714;91:0.0021429031042339564","0.0072021484375","0.004638671875","Yes"
"91","237.91009861957457","115.20694534501501","0.00732421875","0.001705674149387941","0.009033203125","0.005615234375","2180","0.00023898242223720855","32","0.00023898242223720855","0","0.00023898242223720855","0.00023898242223720855","98:0.0016046325712142928;90:0.0017240190517482656;92:0.001521913287966692","98:68;90:68;92:68","98:0.0015611923584263054;90:0.0021429031042339564;92:0.0016001412595554598","0.00732421875","0.003662109375","Yes"
"92","259.42892210946434","286.11248090093954","0.03271484375","","0.031005859375","0.034423828125","2180","0.00021387861864778234","32","0.00021387861864778234","0","0.00021387861864778234","0.00021387861864778234","91:0.001521913287966692;93:0.0013970168758513923","91:68;93:68","91:0.0016001412595554598;93:0.0015730584862979347","0.03271484375","0.139404296875","Yes"
"93","315.7786799180123","63.33111239890951","0.0098876953125","0.004152745969563413","0.009033203125","0.0107421875","2180","0.00022070643664509132","32","0.00022070643664509132","0","0.00022070643664509132","0.00022070643664509132","94:0.001636384421661613;79:0.001808758774416136;92:0.0013970168758513923","94:68;79:68;92:68","94:0.001161956839975914;79:0.0012685279803769656;92:0.0015730584862979347","0.0098876953125","0.007080078125","Yes"
"94","165.59016137830736","61.99580668547828","0.014892578125","0.000042398254263695015","0.012939453125","0.016845703125","2180","0.00015500210162804973","32","0.00015500210162804973","0","0.00015500210162804973","0.00015500210162804973","93:0.001636384421661613;95:0.0016509554517771807","93:68;95:68","93:0.001161956839975914;95:0.0011922679334440134","0.014892578125","0.02001953125","Yes"
"95","408.57832390170887","426.9331281379156","0.0064697265625","0.002789427680970334","0.0068359375","0.0068359375","2180","0.0004008085962820605","32","0.0004008085962820605","0","0.0004008085962820605","0.0004008085962820605","99:0.0022376253690358228;94:0.0016509554517771807","99:68;94:68","99:0.001996356971174007;94:0.0011922679334440134","0.0064697265625","0.005126953125","Yes"
"96","288.91752185720753","170.4645246219597","0.0106201171875","0.019470548915642684","0.013671875","0.007568359375","2180","0.00026070985238590445","32","0.00026070985238590445","0","0.00026070985238590445","0.00026070985238590445","83:0.0014662565901761015;103:0.0012606306756996755","83:68;103:68","83:0.0011872554786416245;103:0.0015625459649551698","0.0106201171875","0.07177734375","Yes"
"97","163.59122786857463","76.6772314392519","0.006591796875","0.0004883504617106553","0.007568359375","0.005615234375","2180","0.0001504242331395081","32","0.0001504242331395081","0","0.0001504242331395081","0.0001504242331395081","87:0.0018413629980770507;107:0.001384786910487129","87:68;107:68","87:0.0021005727490460424;107:0.0015950154248023096","0.006591796875","0.00537109375","Yes"
"98","193.07127605670217","62.645674184713585","0.0076904296875","0.0019485391216532563","0.00830078125","0.007080078125","2180","0.0001902249806457385","32","0.0001902249806457385","0","0.0001902249806457385","0.0001902249806457385","91:0.0016046325712142928;111:0.00263827812361217","91:68;111:68","91:0.0015611923584263054;111:0.001471839307403855","0.0076904296875","0.016845703125","Yes"
"99","143.69468355753108","151.9196566947506","0.046875","","0.057373046875","0.036376953125","2180","0.0002086672056441193","32","0.0002086672056441193","0","0.0002086672056441193","0.0002086672056441193","115:0.0043780447970389325;95:0.0022376253690358228","115:68;95:68","115:0.018210789352194917;95:0.001996356971174007","0.046875","0.086669921875","Yes"
"100","166.249520311933","141.489972976894","0.009765625","0.0025371253499392433","0.014892578125","0.004638671875","2180","0.00029271779579549944","32","0.00029271779579549944","0","0.00029271779579549944","0.00029271779579549944","101:0.0015186489159361716","101:68","101:0.0017801445506080704","0.009765625","0.026123046875","Yes"
"101","356.4658352012333","217.96540891735336","0.028564453125","0.0011106356188744176","0.041015625","0.01611328125","2180","0.00020737645219798292","32","0.00020737645219798292","0","0.00020737645219798292","0.00020737645219798292","100:0.0015186489159361716;116:0.0018501049901009092;102:0.0011204666443436762","100:68;116:68;102:68","100:0.0017801445506080704;116:0.001526992283048867;102:0.0016649542326127864","0.028564453125","0.044677734375","Yes"
"102","298.00502852222417","217.63455309605536","0.0167236328125","0.00441278241677914","0.024658203125","0.0087890625","2180","0.00017906602402173815","32","0.00017906602402173815","0","0.00017906602402173815","0.00017906602402173815","101:0.0011204666443436762;103:0.0063723000091623905","101:68;103:68","101:0.0016649542326127864;103:0.0037002412391457518","0.0167236328125","0.0302734375","Yes"
"103","177.85933723107246","75.31699342534232","0.010498046875","0.014827010819499994","0.014892578125","0.006103515625","2180","0.00014671596959582177","32","0.00014671596959582177","0","0.00014671596959582177","0.00014671596959582177","104:0.00164908529795596;96:0.0012606306756996755;102:0.0063723000091623905","104:68;96:68;102:68","104:0.0013339446269415578;96:0.0015625459649551698;102:0.0037002412391457518","0.010498046875","0.018798828125","Yes"
"104","276.11438743162404","281.33358902567323","0.00732421875","0.002940645868860628","0.01171875","0.0029296875","2180","0.000265050903316188","32","0.000265050903316188","0","0.000265050903316188","0.000265050903316188","103:0.00164908529795596;105:0.0017222970465012866","103:68;105:68","103:0.0013339446269415578;105:0.001427241970278853","0.00732421875","0.0078125","Yes"
"105","247.76933315072824","242.42529159409077","0.0057373046875","0.0012213787359584107","0.008056640625","0.00341796875","2180","0.0002397236918187088","32","0.0002397236918187088","0","0.0002397236918187088","0.0002397236918187088","104:0.0017222970465012866;106:0.0015171303580533146;117:0.0017829037410967419","104:68;106:68;117:68","104:0.001427241970278853;106:0.0014261132251882913;117:0.0016898505743651315","0.0057373046875","0.00341796875","Yes"
"106","148.1711949674846","178.80510951557528","0.009033203125","0.001628808244498682","0.011962890625","0.006103515625","2180","0.0003285877604326219","32","0.0003285877604326219","0","0.0003285877604326219","0.0003285877604326219","107:0.00245328093957467;105:0.0015171303580533146","107:68;105:68","107:0.0017678053375635716;105:0.0014261132251882913","0.009033203125","0.00439453125","Yes"
"107","310.7361495806074","250.08822029550188","0.0076904296875","0.001953277535064912","0.010498046875","0.0048828125","2180","0.00009932658667784255","32","0.00009932658667784255","0","0.00009932658667784255","0.00009932658667784255","106:0.00245328093957467;108:0.0017213781774915726;97:0.001384786910487129","106:68;108:68;97:68","106:0.0017678053375635716;108:0.0017498862511785285;97:0.0015950154248023096","0.0076904296875","0.003662109375","Yes"
"108","128.0780573201492","198.94821530344962","0.0128173828125","0.003041594007334162","0.01416015625","0.011474609375","2180","0.00040696688048661784","32","0.00040696688048661784","0","0.00040696688048661784","0.00040696688048661784","107:0.0017213781774915726;109:0.0015200694826726646","107:68;109:68","107:0.0017498862511785285;109:0.0012566691000409913","0.0128173828125","0.007080078125","Yes"
"109","264.94372749878346","238.93237503636726","0.006591796875","0.0005370677923009116","0.0087890625","0.00439453125","2180","0.00023843887442218746","32","0.00023843887442218746","0","0.00023843887442218746","0.00023843887442218746","108:0.0015200694826726646;110:0.0018906758236140464;118:0.0021896055592045827","108:68;110:68;118:68","108:0.0012566691000409913;110:0.002422806583785242;118:0.003145630245580927","0.006591796875","0.005126953125","Yes"
"110","243.48765469015626","133.991407734079","0.0078125","0.0017370858283544382","0.010498046875","0.005126953125","2180","0.00022906988595867975","32","0.00022906988595867975","0","0.00022906988595867975","0.00022906988595867975","109:0.0018906758236140464;111:0.0021152588861343136","109:68;111:68","109:0.002422806583785242;111:0.0015625845192764054","0.0078125","0.004638671875","Yes"
"111","351.73424340253996","205.76962265665313","0.0135498046875","0.002678214848513932","0.015869140625","0.01123046875","2180","0.00011908442662121153","32","0.00011908442662121153","0","0.00011908442662121153","0.00011908442662121153","112:0.2278154805696425;110:0.0021152588861343136;98:0.00263827812361217","112:68;110:68;98:68","110:0.0015625845192764054;98:0.001471839307403855","0.0135498046875","0.056884765625","Yes"
"112","200.95229295899475","229.88452167973745","0.0494384765625","","0.078125","0.029541015625","2180","","32","","0","","","111:0.2278154805696425","111:68;113:68","","0.0494384765625","0.060791015625","Yes"
"113","201.18657557206055","96.91649911753707","0.1893310546875","","0.239013671875","0.1396484375","2180","","32","","0","","","119:0.004369365713916579;114:0.0024734225547323185","119:68;112:68;114:68","119:0.002891514428564834;114:0.0063413854781434464","0.1893310546875","0.205810546875","Yes"
"114","330.36110046160553","38.85740895213534","0.0211181640625","","0.02294921875","0.019287109375","2180","0.00012773754230041936","32","0.00012773754230041936","0","0.00012773754230041936","0.00012773754230041936","115:0.006567092105374567;113:0.0024734225547323185","115:68;113:68","115:0.007505293147290981;113:0.0063413854781434464","0.0211181640625","0.015625","Yes"
"115","320.7707097776248","14.250388572342727","0.0167236328125","","0.019775390625","0.013671875","2180","0.00023674097399563034","32","0.00023674097399563034","0","0.00023674097399563034","0.00023674097399563034","99:0.0043780447970389325;114:0.006567092105374567","99:68;114:68","99:0.018210789352194917;114:0.007505293147290981","0.0167236328125","0.017578125","Yes"
"116","292.0130221904413","162.62480548356604","0.038818359375","","0.03662109375","0.041015625","2180","0.0006246319890298384","32","0.0006246319890298384","0","0.0006246319890298384","0.0006246319890298384","101:0.0018501049901009092;121:0.07635767979061045","101:68;121:68","101:0.001526992283048867;121:0.06606207993103677","0.038818359375","0.084228515625","Yes"
"117","316.2594033349961","217.6207216087687","0.005859375","0.0025764049490546127","0.0078125","0.00390625","2180","0.00024816728780417284","32","0.00024816728780417284","0","0.00024816728780417284","0.00024816728780417284","105:0.0017829037410967419;125:0.0019734348745288066","105:68;125:68","105:0.0016898505743651315;125:0.002404401092488434","0.005859375","0.00244140625","Yes"
"118","280.8138877352375","134.48161694866943","0.0076904296875","0.0014506213573268869","0.011474609375","0.00390625","2180","0.0001910504561127961","32","0.0001910504561127961","0","0.0001910504561127961","0.0001910504561127961","109:0.0021896055592045827;129:0.00161343640631198","109:68;129:68","109:0.003145630245580927;129:0.002354355146345466","0.0076904296875","0.004638671875","Yes"
"119","186.795115188088","182.5390090153795","0.015869140625","","0.020263671875","0.011474609375","2180","0.0011732048912746695","32","0.0011732048912746695","0","0.0011732048912746695","0.0011732048912746695","113:0.004369365713916579;133:0.029395163932102703","113:68;133:68","113:0.002891514428564834;133:0.04968115137041698","0.015869140625","0.01953125","Yes"
"120","92.96583693490719","119.8933426383034","0.43017578125","","0.16064453125","0.69970703125","2180","0.027678950862587728","32","0.027678950862587728","0","0.027678950862587728","0.027678950862587728","121:0.14023386483772426","121:68","","0.43017578125","0.220947265625","Yes"
"121","8.899288801871554","25.636631187774977","0.2347412109375","","0.27978515625","0.189697265625","2180","","32","","0","","","120:0.14023386483772426;122:0.07095505311897202;116:0.07635767979061045","120:68;122:68;116:68","122:0.07010876778214725;116:0.06606207993103677","0.2347412109375","0.235107421875","Yes"
"122","288.54819116097855","241.59121202606448","0.0185546875","0.0032059433493247724","0.032470703125","0.004638671875","2180","0.0001741223577228593","32","0.0001741223577228593","0","0.0001741223577228593","0.0001741223577228593","121:0.07095505311897202;123:0.0023598044000878726","121:68;123:68","121:0.07010876778214725;123:0.0015420798895574295","0.0185546875","0.00439453125","Yes"
"123","232.71683921981082","26.376224850854985","0.010009765625","0.004169986763083619","0.010498046875","0.009521484375","2180","0.00029779683804296637","32","0.00029779683804296637","0","0.00029779683804296637","0.00029779683804296637","136:0.0017851654301122288;124:0.0010496629694696502;122:0.0023598044000878726","136:68;124:68;122:68","136:0.001780570038366347;124:0.0015904008383358648;122:0.0015420798895574295","0.010009765625","0.008544921875","Yes"
"124","164.2751994020088","127.05715431507632","0.007568359375","0.0035962067491091157","0.010009765625","0.005126953125","2180","0.0001470362537362591","32","0.0001470362537362591","0","0.0001470362537362591","0.0001470362537362591","123:0.0010496629694696502;125:0.0018667019188061962","123:68;125:68","123:0.0015904008383358648;125:0.001409018090476638","0.007568359375","0.006103515625","Yes"
"125","337.3082056916982","296.02165058138104","0.0306396484375","","0.02880859375","0.032470703125","2180","0.0004564045339358848","32","0.0004564045339358848","0","0.0004564045339358848","0.0004564045339358848","117:0.0019734348745288066;124:0.0018667019188061962;126:0.0018668838537718724","117:68;124:68;126:68","117:0.002404401092488434;124:0.001409018090476638;126:0.001193660178398337","0.0306396484375","0.115478515625","Yes"
"126","225.6538861984986","294.55254584610054","0.005615234375","0.0021793327377090765","0.009033203125","0.002197265625","2180","0.0002779130383361358","32","0.0002779130383361358","0","0.0002779130383361358","0.0002779130383361358","127:0.0009240405959339559;125:0.0018668838537718724","127:68;125:68","127:0.0010539494678166728;125:0.001193660178398337","0.005615234375","0.010009765625","Yes"
"127","219.7335290311085","158.0065014639496","0.0592041015625","","0.054931640625","0.0634765625","2180","0.00033013877912081","32","0.00033013877912081","0","0.00033013877912081","0.00033013877912081","126:0.0009240405959339559;128:0.002654243676316309;137:0.0011288936087250623","126:68;128:68;137:68","126:0.0010539494678166728;128:0.0015793168696803805;137:0.0011392686746757585","0.0592041015625","0.14404296875","Yes"
"128","295.4569714876065","60.533794281061404","0.0069580078125","0.002143237774797507","0.010986328125","0.0029296875","2180","0.00022303670693928825","32","0.00022303670693928825","0","0.00022303670693928825","0.00022303670693928825","127:0.002654243676316309;129:0.0017744937342156764","127:68;129:68","127:0.0015793168696803805;129:0.0013678851217946708","0.0069580078125","0.004638671875","Yes"
"129","322.91881303757447","141.58542796131707","0.0078125","0.007593284868033648","0.01171875","0.00439453125","2180","0.00021954546732921618","32","0.00021954546732921618","0","0.00021954546732921618","0.00021954546732921618","130:0.004533856455874258;128:0.0017744937342156764;118:0.00161343640631198","130:68;128:68;118:68","130:0.004319990302244142;128:0.0013678851217946708;118:0.002354355146345466","0.0078125","0.048583984375","Yes"
"130","191.61055222310793","156.146991958415","0.026611328125","0.0028123432637404203","0.042724609375","0.010498046875","2180","0.00022643875862467762","32","0.00022643875862467762","0","0.00022643875862467762","0.00022643875862467762","129:0.004533856455874258","129:68;131:68","129:0.004319990302244142","0.026611328125","0.02734375","Yes"
"131","62.113574317651235","61.904492849659015","0.0482177734375","","0.06591796875","0.030517578125","2180","0.002972460112366963","32","0.002972460112366963","0","0.002972460112366963","0.002972460112366963","138:0.013583919404341782;132:0.011441158091167553","138:68;130:68;132:68","138:0.01256474534839025;132:0.011120597558319067","0.0482177734375","0.13623046875","Yes"
"132","313.93652238136247","187.88966682871612","0.0096435546875","0.00431545999676295","0.0107421875","0.008544921875","2180","0.00022044472140950972","32","0.00022044472140950972","0","0.00022044472140950972","0.00022044472140950972","133:0.0030474282434199695;131:0.011441158091167553","133:68;131:68","133:0.0016278666647493167;131:0.011120597558319067","0.0096435546875","0.022216796875","Yes"
"133","94.49623629855631","78.69937221651597","0.0076904296875","0.003667143830245673","0.00732421875","0.008056640625","2180","0.0003923920507195863","32","0.0003923920507195863","0","0.0003923920507195863","0.0003923920507195863","132:0.0030474282434199695;134:0.003567929315982238;119:0.029395163932102703","132:68;134:68;119:68","132:0.0016278666647493167;134:0.0017590249110338019;119:0.04968115137041698","0.0076904296875","0.021484375","Yes"
"134","119.66473058886169","83.34230852760882","0.0037841796875","0.00610382166744336","0.006103515625","0.00146484375","2180","0.00043558640317488173","32","0.00043558640317488173","0","0.00043558640317488173","0.00043558640317488173","133:0.003567929315982238;135:0.003203168979535015","133:68;135:68","133:0.0017590249110338019;135:0.002758693645863397","0.0037841796875","0.00439453125","Yes"
"135","128.5083295678062","120.66466008791643","0.015625","0.0070295615463751415","0.019775390625","0.011474609375","2180","0.0004906502508368432","32","0.0004906502508368432","0","0.0004906502508368432","0.0004906502508368432","134:0.003203168979535015;139:0.0022953279610230526","134:68;139:68","134:0.002758693645863397;139:0.0019486287772401134","0.015625","0.028076171875","Yes"
"136","183.10922810392495","83.07196538976069","0.01171875","0.0011679131992602305","0.01318359375","0.01025390625","2180","0.0005375575375125013","32","0.0005375575375125013","0","0.0005375575375125013","0.0005375575375125013","123:0.0017851654301122288;143:0.0021325117917279923","123:68;143:68","123:0.001780570038366347;143:0.0026128865175271965","0.01171875","0.0087890625","Yes"
"137","257.4872441189584","20.54923109928357","0.0126953125","0.001935577080214837","0.013427734375","0.011962890625","2180","0.0003170214902367266","32","0.0003170214902367266","0","0.0003170214902367266","0.0003170214902367266","147:0.0030456955624067195;127:0.0011288936087250623","147:68;127:68","147:0.002771795829512841;127:0.0011392686746757585","0.0126953125","0.006591796875","Yes"
"138","314.81645137649656","123.17108308340738","0.01123046875","0.008444300443709874","0.010986328125","0.011474609375","2180","0.00013915598020943388","32","0.00013915598020943388","0","0.00013915598020943388","0.00013915598020943388","151:0.0014227879157136802;131:0.013583919404341782","151:80;131:68","151:0.0014525694139509437;131:0.01256474534839025","0.01123046875","0.0107421875","Yes"
"139","169.32180534847043","21.12153944339069","0.01611328125","0.0026272655416448355","0.015869140625","0.016357421875","2180","0.0004066047278261881","32","0.0004066047278261881","0","0.0004066047278261881","0.0004066047278261881","155:0.006923104632071464;135:0.0022953279610230526","155:68;135:68","155:0.00462105350049663;135:0.0019486287772401134","0.01611328125","0.00927734375","Yes"
"140","290.9093802440202","338.77573787968157","0.0103759765625","0.0028486206934800226","0.013671875","0.007080078125","2180","0.00019031536537120403","32","0.00019031536537120403","0","0.00019031536537120403","0.00019031536537120403","141:0.0009676341205050454","141:68","141:0.001097870112195004","0.0103759765625","0.006103515625","Yes"
"141","364.3404529067783","190.93948648206046","0.00732421875","0.001742522334804061","0.00927734375","0.00537109375","2180","0.00010131760668775478","32","0.00010131760668775478","0","0.00010131760668775478","0.00010131760668775478","140:0.0009676341205050454;142:0.0011407852228376425","140:68;142:68","140:0.001097870112195004;142:0.0019591248201420164","0.00732421875","0.002197265625","Yes"
"142","204.66276259676619","138.988529667712","0.010986328125","0.0071012342524962606","0.012451171875","0.009521484375","2180","0.0001464479091128447","32","0.0001464479091128447","0","0.0001464479091128447","0.0001464479091128447","143:0.0017583490133190882;141:0.0011407852228376425","143:68;141:68","143:0.00231812447357288;141:0.0019591248201420164","0.010986328125","0.008056640625","Yes"
"143","323.5867576094542","38.503299611719584","0.0072021484375","0.006264161642877866","0.0078125","0.006591796875","2180","0.00023738550438167667","32","0.00023738550438167667","0","0.00023738550438167667","0.00023738550438167667","142:0.0017583490133190882;144:0.0020599548686002223;136:0.0021325117917279923","142:68;144:68;136:68","142:0.00231812447357288;144:0.0016270353303553253;136:0.0026128865175271965","0.0072021484375","0.01220703125","Yes"
"144","310.79357293716276","377.98699891844956","0.0093994140625","0.004348746489928215","0.01123046875","0.007568359375","2180","0.0001768697334848442","32","0.0001768697334848442","0","0.0001768697334848442","0.0001768697334848442","145:0.005782535807058398;143:0.0020599548686002223","145:68;143:68","145:0.01112342564359961;143:0.0016270353303553253","0.0093994140625","0.00634765625","Yes"
"145","305.7279491155292","149.64420045123774","0.0157470703125","0.008012722991721908","0.016357421875","0.01513671875","2180","0.0010518011091717424","32","0.0010518011091717424","0","0.0010518011091717424","0.0010518011091717424","144:0.005782535807058398","144:68;146:68","144:0.01112342564359961","0.0157470703125","0.0224609375","Yes"
"146","","","0.494140625","","0.51123046875","0.494384765625","2180","","32","","0","","","","145:68;147:68","","0.494140625","0.495849609375","Yes"
"147","133.26997693629374","70.61337469368762","0.00927734375","0.0004882944576283574","0.01220703125","0.00634765625","2180","0.0010094612014785705","32","0.0010094612014785705","0","0.0010094612014785705","0.0010094612014785705","148:0.0027205819409834853;137:0.0030456955624067195","148:68;137:68;146:68","148:0.0028084579750376204;137:0.002771795829512841","0.00927734375","0.007568359375","Yes"
"148","243.80090291379616","205.11943008564907","0.005615234375","0.0004916480571796443","0.006103515625","0.005126953125","2180","0.00018529906419597304","32","0.00018529906419597304","0","0.00018529906419597304","0.00018529906419597304","147:0.0027205819409834853;149:0.0017330478461635435","147:68;149:68","147:0.0028084579750376204;149:0.0024147077718005283","0.005615234375","0.002197265625","Yes"
"149","430.0445112314417","500.7205421500013","0.0040283203125","0.00438902025502843","0.005126953125","0.0029296875","2180","0.00023712823214465032","32","0.00023712823214465032","0","0.00023712823214465032","0.00023712823214465032","150:0.0024669149217200204;148:0.0017330478461635435","150:68;148:68","150:0.0022662720167661854;148:0.0024147077718005283","0.0040283203125","0.005615234375","Yes"
"150","395.1306212120399","408.68888114614685","0.011474609375","0.0038985527527828495","0.012939453125","0.010009765625","2180","0.0002730833329874753","32","0.0002730833329874753","0","0.0002730833329874753","0.0002730833329874753","149:0.0024669149217200204;151:0.003053835516134945","149:68;151:68","149:0.0022662720167661854;151:0.0019963647266603435","0.011474609375","0.0068359375","Yes"
"151","307.4713537877021","75.44522260930519","0.0072021484375","0.001893501434051289","0.004150390625","0.01025390625","2180","0.00010941860454925994","32","0.00010941860454925994","0","0.00010941860454925994","0.00010941860454925994","138:0.0014227879157136802;152:0.001336412852743718;150:0.003053835516134945","138:80;152:68;150:68","138:0.0014525694139509437;152:0.001966521865723825;150:0.0019963647266603435","0.0072021484375","0.006591796875","Yes"
"152","289.9673937376728","111.50119187813554","0.0107421875","0.0034723630237029706","0.012939453125","0.008544921875","2180","0.0001839861414501592","32","0.0001839861414501592","0","0.0001839861414501592","0.0001839861414501592","151:0.001336412852743718;153:0.0010151846292272282","151:68;153:68","151:0.001966521865723825;153:0.0015207596390668654","0.0107421875","0.008544921875","Yes"
"153","541.6818721873751","271.406511402893","0.03515625","","0.0400390625","0.0302734375","2180","0.0001293521625196589","32","0.0001293521625196589","0","0.0001293521625196589","0.0001293521625196589","152:0.0010151846292272282;154:0.004916647789748041","152:68;154:68","152:0.0015207596390668654;154:0.0037299369053461207","0.03515625","0.0205078125","Yes"
"154","278.42983078956684","138.01612902424986","0.0078125","0.002685005232906495","0.0068359375","0.0087890625","2180","0.00024193957880118416","32","0.00024193957880118416","0","0.00024193957880118416","0.00024193957880118416","153:0.004916647789748041;155:0.0015204835047819276","153:68;155:68","153:0.0037299369053461207;155:0.0015764729778792452","0.0078125","0.013671875","Yes"
"155","144.30923101627965","159.86918155747745","0.0146484375","0.008301647168199701","0.018310546875","0.010986328125","2180","0.00020505786463860057","32","0.00020505786463860057","0","0.00020505786463860057","0.00020505786463860057","139:0.006923104632071464;154:0.0015204835047819276","139:68;154:68","139:0.00462105350049663;154:0.0015764729778792452","0.0146484375","0.0068359375","Yes"
